R [km],M [Msun],P_div_c2 [g/cm^3]
5.179979591836735153e+02,6.811400617541790714e-01,1.145668728634872675e+09
5.189285714285714448e+02,6.793864110327370032e-01,1.180516528568803072e+09
5.199530612244898293e+02,6.789893994087409235e-01,1.216424293857367992e+09
5.216510204081633901e+02,6.780443537289148059e-01,1.253424265461401939e+09
5.223693877551021387e+02,6.766236049424587673e-01,1.291549665014882803e+09
5.229530612244898293e+02,6.768194365810106250e-01,1.330834724654076099e+09
5.253469387755102389e+02,6.758517297695786352e-01,1.371314717753942728e+09
5.261816326530612287e+02,6.743928038356993282e-01,1.413025990599533558e+09
5.288775510204081911e+02,6.734672206436920217e-01,1.456005995020651579e+09
5.291265306122448919e+02,6.727499365801095088e-01,1.500293322019216776e+09
5.318387755102040728e+02,6.722978006744980695e-01,1.545927736419478416e+09
5.330530612244898521e+02,6.711819555853163477e-01,1.592950212572119713e+09
5.352285714285715130e+02,6.703269544218215525e-01,1.641402971144466400e+09
5.365571428571429351e+02,6.695246951204982810e-01,1.691329517029650450e+09
5.397591836734694652e+02,6.682215840186007672e-01,1.742774678408917427e+09
5.413510204081633219e+02,6.667934934144150727e-01,1.795784647002096891e+09
5.440142857142858475e+02,6.656060767813434254e-01,1.850407019542298317e+09
5.472408163265306484e+02,6.639702525865958105e-01,1.906690840512251854e+09
5.505653061224489875e+02,6.622610134400395143e-01,1.964686646180448532e+09
5.536775510204082593e+02,6.597720670363630413e-01,2.024446509976801872e+09
5.572755102040816837e+02,6.574342484758747274e-01,2.086024089248504877e+09
5.607734693877550853e+02,6.551385506270528403e-01,2.149474673437976360e+09
5.641734693877551763e+02,6.530473123931119783e-01,2.214855233726359367e+09
5.696632653061225255e+02,6.498563521226330408e-01,2.282224474186901093e+09
5.726755102040816610e+02,6.465227990289994509e-01,2.351642884494346142e+09
5.764387755102040956e+02,6.433239074432807181e-01,2.423172794237600803e+09
5.811367346938775427e+02,6.395082631394525263e-01,2.496878428884321690e+09
5.853755102040817064e+02,6.358606679956066987e-01,2.572825967447932243e+09
5.905632653061225028e+02,6.320952125668777288e-01,2.651083601908541679e+09
5.963163265306122867e+02,6.275017490527331487e-01,2.731721598441373348e+09
5.998653061224490557e+02,6.221200323100603002e-01,2.814812360507581234e+09
6.058653061224490557e+02,6.174200300672586517e-01,2.900430493863985538e+09
6.102897959183674175e+02,6.116999591397652702e-01,2.988652873550382614e+09
6.155897959183673720e+02,6.071121300466483239e-01,3.079558712914229870e+09
6.201755102040816610e+02,6.003437751820418500e-01,3.173229634734972954e+09
6.248510204081633219e+02,5.935553669846139746e-01,3.269749744511767864e+09
6.295530612244898521e+02,5.866715742270948164e-01,3.369205705980260372e+09
6.321673469387754949e+02,5.799253166727353914e-01,3.471686818926559448e+09
6.380857142857142890e+02,5.725680198246740904e-01,3.577285099367877007e+09
6.414693877551021615e+02,5.641051677824924226e-01,3.686095362172153950e+09
6.442489795918368145e+02,5.555825266809368834e-01,3.798215306190736294e+09
6.461183673469388395e+02,5.470589133952953320e-01,3.913745601980375767e+09
6.464897959183674629e+02,5.384667754010137308e-01,4.032789982193705082e+09
6.488795918367347895e+02,5.286752028212374777e-01,4.155455334718879700e+09
6.435734693877551535e+02,5.194347995034004351e-01,4.281851798652406693e+09
6.406326530612245733e+02,5.089607575645993531e-01,4.412092863191189766e+09
6.321551020408163595e+02,4.994051632758447767e-01,4.546295469532390594e+09
6.239734693877551308e+02,4.901797310085609372e-01,4.684580115873044968e+09
6.121346938775510580e+02,4.792432285802939451e-01,4.827070965603188515e+09
5.952224489795918316e+02,4.701185956217445172e-01,4.973895958790057182e+09
5.775612244897960181e+02,4.615218391264694353e-01,5.125186927053332329e+09
5.550877551020408873e+02,4.535717778051708837e-01,5.281079711934320450e+09
5.343918367346939249e+02,4.447761391371514161e-01,5.441714286865887642e+09
5.078632653061225142e+02,4.384027766413997607e-01,5.607234882852038383e+09
4.814775510204082138e+02,4.321906563319068972e-01,5.777790117970495224e+09
4.540612244897959613e+02,4.282610441663574075e-01,5.953533130814370155e+09
4.674183673469387941e+02,4.303431743805395948e-01,6.134621717992518425e+09
4.778734693877551081e+02,4.323193678797025430e-01,6.321218475812448502e+09
4.857653061224490330e+02,4.328996022756499418e-01,6.513490946272809029e+09
4.892265306122449715e+02,4.326177815580447561e-01,6.711611767496273041e+09
5.059448979591837201e+02,4.366696002168766189e-01,6.915758828738524437e+09
5.044020408163265756e+02,4.366932412560768362e-01,7.126115430111760139e+09
5.179551020408163140e+02,4.390809928680393104e-01,7.342870447166757584e+09
5.206877551020409101e+02,4.395941910212969872e-01,7.566218500481062889e+09
5.387734693877550853e+02,4.435571272427920597e-01,7.796360130405220985e+09
5.447897959183674175e+02,4.444618408291969858e-01,8.033501977124734879e+09
5.515653061224489875e+02,4.461428876671116317e-01,8.277856966198489189e+09
5.607469387755102161e+02,4.475358143977934411e-01,8.529644499741016388e+09
5.676469387755101934e+02,4.494923386786496833e-01,8.789090653419963837e+09
5.768734693877551081e+02,4.522588019729558151e-01,9.056428379445276260e+09
5.871632653061225255e+02,4.554528554136277885e-01,9.331897715733238220e+09
5.970551020408163367e+02,4.583301338455540996e-01,9.615746001432115555e+09
6.080591836734694198e+02,4.616673059724669126e-01,9.908228099003787994e+09
6.029673469387755631e+02,4.584072969377520068e-01,1.020960662306047630e+10
6.141836734693878270e+02,4.610638762291884851e-01,1.052015217616156960e+10
6.264632653061224801e+02,4.646967857548241487e-01,1.084014359178330994e+10
6.370918367346939704e+02,4.687185264070237167e-01,1.116986818467824936e+10
6.339979591836735153e+02,4.632556271418814542e-01,1.150962200885031128e+10
6.445653061224489875e+02,4.672541326773018699e-01,1.185971012337670708e+10
6.578734693877551081e+02,4.707752950925496727e-01,1.222044686631486130e+10
6.691693877551020933e+02,4.747655916160644640e-01,1.259215613694150925e+10
6.642979591836735835e+02,4.686872841826033032e-01,1.297517168657589531e+10
6.777346938775509670e+02,4.720407434221895460e-01,1.336983741824945259e+10
6.878571428571428896e+02,4.752382396487080940e-01,1.377650769549054909e+10
7.011755102040817746e+02,4.779976329803941049e-01,1.419554766050098610e+10
6.968204081632653697e+02,4.704986424410707024e-01,1.462733356201129913e+10
7.098448979591836405e+02,4.718309786977112896e-01,1.507225309310758591e+10
7.191244897959184073e+02,4.745678912624424206e-01,1.553070573933458519e+10
7.168979591836734926e+02,4.731954568186854670e-01,1.600310313738701820e+10
7.135918367346939704e+02,4.727551562678141694e-01,1.648986944471061516e+10
7.190122448979592491e+02,4.749398441942128124e-01,1.699144172034626007e+10
7.108938775510204096e+02,4.716797503841974049e-01,1.750827031735726929e+10
7.105897959183673720e+02,4.718625329655695144e-01,1.804081928719380951e+10
7.147857142857143344e+02,4.732871985243477519e-01,1.858956679635688400e+10
7.229367346938776109e+02,4.753448872121336932e-01,1.915500555573524094e+10
7.267795918367347667e+02,4.809517391022018473e-01,1.973764326300255585e+10
7.242755102040817974e+02,4.757072673115435024e-01,2.033800305846984100e+10
7.254918367346939476e+02,4.780650872305436949e-01,2.095662399480430984e+10
7.389877551020408646e+02,4.853701749294040968e-01,2.159406152103567505e+10
7.467469387755102161e+02,4.873909353551221790e-01,2.225088798128364944e+10
7.421408163265306257e+02,4.857569814788508800e-01,2.292769312865648651e+10
7.512244897959184300e+02,4.884247713594518925e-01,2.362508465477949905e+10
7.592489795918368145e+02,4.902968025067881430e-01,2.434368873543107986e+10
7.566612244897959272e+02,4.886642798993185433e-01,2.508415059277541351e+10
7.641959183673470761e+02,4.898686519093518044e-01,2.584713507469558334e+10
7.698816326530611605e+02,4.915965397512453983e-01,2.663332725174980927e+10
7.813571428571428896e+02,4.911239321466595031e-01,2.744343303228367996e+10
7.911244897959184073e+02,5.002716201456742784e-01,2.827817979625338364e+10
7.920448979591836860e+02,4.914098770545521910e-01,2.913831704832788467e+10
7.939387755102042092e+02,4.921124999967350644e-01,3.002461709085543060e+10
7.914897959183674629e+02,4.906579966983516394e-01,3.093787571730136871e+10
7.958816326530611605e+02,4.963576112539456187e-01,3.187891292677648926e+10
7.995510204081632537e+02,4.951050990192631951e-01,3.284857366030040359e+10
7.968387755102041865e+02,4.936003759348804310e-01,3.384772855945983124e+10
8.030142857142857338e+02,4.967516897478571058e-01,3.487727474814170074e+10
8.061285714285716040e+02,4.996208299640980677e-01,3.593813663804625702e+10
8.193469387755102389e+02,5.070145738152372905e-01,3.703126675869931030e+10
8.198408163265306712e+02,5.026616230170718458e-01,3.815764661271244812e+10
8.215897959183673720e+02,5.086975931153454589e-01,3.931828755705770111e+10
8.246142857142857565e+02,5.036157671829271099e-01,4.051423171114639282e+10
8.376367346938776564e+02,5.115270437608629983e-01,4.174655289253134918e+10
8.388224489795919681e+02,5.058333349094142894e-01,4.301635758106799316e+10
8.435285714285715812e+02,5.117456999445714194e-01,4.432478591240391541e+10
8.543714285714286234e+02,5.181714529625038868e-01,4.567301270168746948e+10
8.554877551020408646e+02,5.104339459599877005e-01,4.706224849841271973e+10
8.607530612244898975e+02,5.071296141074927988e-01,4.849374067335233307e+10
8.637571428571428669e+02,5.128257316282949230e-01,4.996877453854888916e+10
8.711653061224491239e+02,5.132421761817664851e-01,5.148867450137487030e+10
8.732061224489797269e+02,5.162846887231149484e-01,5.305480525369573975e+10
8.860000000000001137e+02,5.243238192328987246e-01,5.466857299720169830e+10
8.849510204081633447e+02,5.230433198952445517e-01,5.633142670601351929e+10
8.901612244897959272e+02,5.232015535920748750e-01,5.804485942768984222e+10
8.990428571428572013e+02,5.245068132530684712e-01,5.981040962380931854e+10
9.061551020408164732e+02,5.286107741880630151e-01,6.162966255132942200e+10
9.134367346938776109e+02,5.280198041806637432e-01,6.350425168595974731e+10
9.188306122448980204e+02,5.267907984861515125e-01,6.543586018883229065e+10
9.299836734693877816e+02,5.294921589153255281e-01,6.742622241778349304e+10
9.345367346938776336e+02,5.268671243978443330e-01,6.947712548460224915e+10
9.372693877551021160e+02,5.230435846838896730e-01,7.159041085964888000e+10
9.443897959183674402e+02,5.312964388886161071e-01,7.376797602527745056e+10
9.475857142857144026e+02,5.394348849867661722e-01,7.601177617955322266e+10
9.553918367346940386e+02,5.367988736591693399e-01,7.832382599179203796e+10
9.607040816326531285e+02,5.416221098780373833e-01,8.070620141149490356e+10
9.603918367346940386e+02,5.363079796468065430e-01,8.316104153230961609e+10
9.709673469387755631e+02,5.333377995589227982e-01,8.569055051268365479e+10
9.897632653061225483e+02,5.391325086472646966e-01,8.829699955494082642e+10
9.856653061224491239e+02,5.366192774715542457e-01,9.098272894455567932e+10
9.961551020408164732e+02,5.376352429429229751e-01,9.375015015145269775e+10
1.012497959183673515e+03,5.498151647641326134e-01,9.660174799522645569e+10
1.014369387755102139e+03,5.515832229023660549e-01,9.954008287621539307e+10
1.024353061224489920e+03,5.534997784604258619e-01,1.025677930744420776e+11
1.035179591836734744e+03,5.506137668187758294e-01,1.056875971184804993e+11
1.047324489795918453e+03,5.531766515488566460e-01,1.089022962263728333e+11
1.044957142857143026e+03,5.553076684695344989e-01,1.122147768207980194e+11
1.052873469387755222e+03,5.521843924703252471e-01,1.156280131207377777e+11
1.059742857142857247e+03,5.509035197098879344e-01,1.191450698119774780e+11
1.087467346938775563e+03,5.609877735380830455e-01,1.227691047988360443e+11
1.085742857142857247e+03,5.497779888415825766e-01,1.265033720395901184e+11
1.105424489795918362e+03,5.611483561567434108e-01,1.303512244681508942e+11
1.110606122448979704e+03,5.666033282386371273e-01,1.343161170046018066e+11
1.116967346938775563e+03,5.588376522354574494e-01,1.384016096573130188e+11
1.129587755102040774e+03,5.669443067109825041e-01,1.426113707194129639e+11
1.132163265306122639e+03,5.584783243207208647e-01,1.469491800624814148e+11
1.158589795918367372e+03,5.667301475834645164e-01,1.514189325304352112e+11
1.164485714285714494e+03,5.628349059543633626e-01,1.560246414366371155e+11
1.170177551020408146e+03,5.597747388253450085e-01,1.607704421673822021e+11
1.197057142857142935e+03,5.726574485178361762e-01,1.656605958949915161e+11
1.221177551020408146e+03,5.740295768305411217e-01,1.706994934038404541e+11
1.229536734693877634e+03,5.709607511691738857e-01,1.758916590327732544e+11
1.247700000000000045e+03,5.778352794161984995e-01,1.812417547374239502e+11
1.262789795918367417e+03,5.814239386181686564e-01,1.867545842761074219e+11
1.270563265306122503e+03,5.790442900630288214e-01,1.924350975230332336e+11
1.267673469387755176e+03,5.690276614186824400e-01,1.982883949127067261e+11
1.308385714285714357e+03,5.864636494205518469e-01,2.043197320195270386e+11
1.322928571428571558e+03,5.862146770240864724e-01,2.105345242766708069e+11
1.322738775510204277e+03,5.840869882277553993e-01,2.169383518385182190e+11
1.357902040816326462e+03,5.870404248837035599e-01,2.235369645909796448e+11
1.379673469387755176e+03,5.953153752850699476e-01,2.303362873142126465e+11
1.407812244897959317e+03,5.963082580205248950e-01,2.373424250023866272e+11
1.402434693877551126e+03,5.879780311660626202e-01,2.445616683452449036e+11
1.433130612244898202e+03,6.000842011893597894e-01,2.520004993764089661e+11
1.470357142857143117e+03,5.985156698790664587e-01,2.596655972934872437e+11
1.463761224489795950e+03,5.903670763444370806e-01,2.675638444552039795e+11
1.521951020408163458e+03,6.053663168836245223e-01,2.757023325609582520e+11
1.493279591836734880e+03,5.931886554482197482e-01,2.840883690183306885e+11
1.578685714285714539e+03,6.062242368088729405e-01,2.927294835042813110e+11
1.604159183673469443e+03,6.145010537433363007e-01,3.016334347259197388e+11
1.577865306122449283e+03,6.023663866389947774e-01,3.108082173869057617e+11
1.605697959183673674e+03,6.062577424106628809e-01,3.202620693657650146e+11
1.651412244897959454e+03,6.033810360786503457e-01,3.300034791125288696e+11
1.690751020408163413e+03,6.134923782517713864e-01,3.400411932703702393e+11
1.751779591836734880e+03,6.259823769089977175e-01,3.503842245290675659e+11
1.730024489795918498e+03,6.102729363512916505e-01,3.610418597173330078e+11
1.820797959183673811e+03,6.364975248509774364e-01,3.720236681413065796e+11
1.852487755102040865e+03,6.319750972539976974e-01,3.833395101766605225e+11
1.867895918367346894e+03,6.302875473701500253e-01,3.949995461220639038e+11
1.951934693877551126e+03,6.401581531382691814e-01,4.070142453219439087e+11
1.922989795918367463e+03,6.314121775921025526e-01,4.193943955667177734e+11
2.040571428571428896e+03,6.502923540631200261e-01,4.321511127789761963e+11
2.029375510204081593e+03,6.437452333950606231e-01,4.452958509942659912e+11
2.107312244897959317e+03,6.506230775940586852e-01,4.588404126454752197e+11
2.216387755102040956e+03,6.624857349419349672e-01,4.727969591600390625e+11
2.294824489795918453e+03,6.654413998601308444e-01,4.871780218794620972e+11
2.300234693877551308e+03,6.640061674674118120e-01,5.019965133110079346e+11
2.398130612244898202e+03,6.695641359802643189e-01,5.172657387216024170e+11
2.461179591836734744e+03,6.779207143503853672e-01,5.329994080844082031e+11
2.608006122448980022e+03,6.879006283663987587e-01,5.492116483887789307e+11
2.664406122448979659e+03,6.842198302778420560e-01,5.659170163246230469e+11
2.715236734693878134e+03,6.828625086524969801e-01,5.831305113526218262e+11
2.799226530612244915e+03,6.873976675727300201e-01,6.008675891719692383e+11
2.979738775510204050e+03,6.983964699566982404e-01,6.191441755977834473e+11
3.183538775510204232e+03,7.132795671794449621e-01,6.379766808606281738e+11
3.109671428571428805e+03,6.960109780473592300e-01,6.573820143409598389e+11
3.208110204081632673e+03,6.961883343121920698e-01,6.773775997517745361e+11
3.527775510204081911e+03,7.053703966170599138e-01,6.979813907830667725e+11
3.565506122448980022e+03,6.977062415996928557e-01,7.192118872221177979e+11
4.161793877551021069e+03,6.878493438114272607e-01,7.410881515641569824e+11
4.230089795918367599e+03,6.769911653998887946e-01,7.636298261282257080e+11
4.319195918367347076e+03,6.645454719955793399e-01,7.868571506936843262e+11
5.061087755102041228e+03,6.004561288483108994e-01,8.107909806731694336e+11
5.633424489795918817e+03,5.388865960762906360e-01,8.354528058382854004e+11
6.427397959183674175e+03,4.207198718988094943e-01,8.608647696149244385e+11
6.688467346938776245e+03,2.915409066160117857e-01,8.870496889654421387e+11
2.793334693877551217e+03,1.228174882232475618e-01,9.140310748756223145e+11
8.252938775510205005e+02,1.043771118930574698e-01,9.418331534647960205e+11
5.444530612244898293e+02,1.033059424621777245e-01,9.704808877380286865e+11
3.173836734693877588e+02,1.009859467629049545e-01,1.000000000000000000e+12
